Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
1,54,No,7,7,21.41
6,88,No,4,6,72.12
7,44,No,5,2,25.07
3,91,No,7,7,65.0
7,43,Yes,6,7,25.34
7,50,Yes,5,0,35.2
2,57,No,5,9,30.26
7,81,Yes,9,4,69.29
1,88,Yes,8,4,58.43
5,69,No,6,0,49.62
9,54,No,4,5,39.62
7,45,No,7,5,29.37
7,94,Yes,6,3,81.06
2,92,No,4,5,66.6
8,55,No,5,5,43.49
3,86,Yes,9,0,64.61
8,79,Yes,7,4,71.4
3,48,No,7,1,16.06
7,82,Yes,6,6,70.24
2,98,No,8,8,76.31
4,73,Yes,4,8,55.05
6,66,No,9,8,50.9
9,52,Yes,9,6,45.98
5,75,Yes,6,6,52.5
9,66,Yes,8,0,55.32
5,48,No,8,5,30.5
8,44,No,8,4,34.25
1,90,No,7,7,63.24
7,61,Yes,4,7,51.13
4,70,Yes,4,3,44.32
5,42,Yes,6,0,15.78
6,69,No,5,5,50.85
5,60,Yes,6,9,43.84
1,74,No,4,0,43.6
9,45,No,7,4,35.42
2,67,No,6,4,34.08
9,71,No,5,2,58.42
2,81,No,9,4,51.72
9,76,Yes,6,5,67.85
6,64,Yes,8,4,45.36
9,71,Yes,5,0,60.39
6,74,Yes,8,6,56.72
6,61,Yes,7,2,43.1
2,63,Yes,4,6,35.28
8,78,No,6,4,66.08
3,93,Yes,6,2,68.26
7,69,No,8,5,57.62
5,89,No,8,0,70.28
3,71,No,4,5,44.04
1,70,No,6,3,33.97
8,62,No,4,3,48.21
3,79,Yes,8,4,54.21
2,72,Yes,9,8,47.46
1,64,Yes,8,0,26.64
4,75,No,5,2,46.34
8,63,Yes,8,3,47.32
3,70,Yes,8,1,38.57
1,97,No,9,8,67.13
4,78,No,4,6,57.62
9,85,Yes,5,0,75.93
1,52,No,5,8,19.38
2,49,No,6,5,16.67
9,62,No,9,1,48.07
2,57,Yes,7,0,24.51
3,71,No,6,5,45.34
7,72,No,6,6,59.26
3,75,No,6,9,50.52
9,67,No,5,5,57.1
6,55,No,4,6,37.35
3,55,Yes,8,5,27.09
9,57,Yes,5,7,51.9
1,47,No,8,1,13.72
3,81,No,8,8,61.59
1,55,Yes,7,8,24.42
2,94,Yes,6,8,69.68
8,95,No,7,6,88.42
7,50,No,6,8,37.8
2,45,Yes,5,0,12.55
2,40,No,8,2,7.54
9,51,No,7,1,35.33
6,96,Yes,9,0,78.25
5,77,Yes,5,4,56.67
6,67,Yes,5,0,48.3
9,84,Yes,9,2,82.85
7,97,No,6,5,86.2
9,56,No,8,5,49.49
4,40,No,6,2,8.13
2,71,No,6,3,38.73
8,47,Yes,5,6,35.45
4,93,Yes,6,5,68.33
9,79,No,4,1,68.95
4,95,No,9,8,77.43
8,82,No,9,5,74.26
9,85,Yes,8,1,76.12
9,63,Yes,9,6,58.71
4,49,Yes,6,9,29.45
1,86,No,6,9,59.75
3,78,No,7,3,53.21
9,78,No,8,0,69.92
4,49,Yes,8,9,28.15
5,75,No,9,8,58.32
7,64,Yes,6,9,55.08
5,99,No,4,7,80.5
4,89,No,7,4,68.74
2,98,Yes,4,2,69.9
2,96,Yes,6,3,66.14
4,49,No,8,2,20.45
9,58,Yes,8,9,54.84
8,85,Yes,4,7,77.33
3,84,Yes,5,4,59.29
9,54,Yes,6,7,46.31
5,55,Yes,8,0,34.69
3,41,No,9,8,16.77
5,68,No,5,9,53.12
4,43,No,8,2,15.31
8,92,No,9,0,83.73
5,89,Yes,8,2,69.68
8,68,No,5,1,52.94
9,70,Yes,4,6,60.0
4,56,No,6,9,35.32
7,49,No,5,3,28.78
2,66,Yes,5,6,35.61
6,92,No,8,2,73.29
8,80,No,9,5,67.81
7,54,No,5,6,38.56
7,99,No,6,6,87.42
8,83,No,4,4,72.63
7,70,No,9,5,57.68
5,60,No,4,2,37.97
7,99,Yes,4,3,90.5
3,98,No,6,5,77.19
5,97,No,8,2,78.73
7,80,No,9,6,71.04
9,85,No,9,2,81.27
2,84,No,6,8,57.19
4,99,No,9,3,80.97
7,65,Yes,5,1,50.64
1,77,No,7,5,45.95
2,90,No,7,8,66.47
9,75,Yes,7,9,76.45
7,91,Yes,4,9,80.48
7,56,No,9,1,38.8
6,90,No,6,3,74.94
3,42,No,9,4,11.71
3,53,Yes,6,8,27.55
2,88,Yes,9,6,60.7
6,52,No,4,4,27.29
4,80,No,5,5,57.91
5,66,Yes,7,8,45.91
3,40,Yes,7,3,8.19
6,96,Yes,9,1,83.25
3,56,Yes,4,4,27.41
8,87,No,7,6,79.29
9,89,Yes,9,3,83.28
4,73,Yes,8,0,51.47
9,53,No,9,7,51.61
7,93,Yes,6,4,82.77
3,94,No,7,9,67.96
7,98,Yes,7,1,85.21
1,56,No,8,2,18.58
3,42,Yes,5,9,14.78
6,73,No,9,9,61.97
4,79,No,5,4,55.78
7,64,Yes,9,3,47.24
3,41,No,8,8,13.44
1,73,No,5,8,45.01
9,65,Yes,4,7,61.36
6,70,No,8,1,54.2
8,48,No,9,4,32.91
3,69,Yes,6,7,43.88
8,59,Yes,6,7,47.6
2,60,No,6,6,31.77
4,68,No,9,3,44.12
3,98,No,7,2,70.79
1,64,No,8,7,36.63
7,77,No,8,7,65.2
2,97,Yes,5,9,75.62
4,83,No,8,4,60.21
9,64,Yes,8,2,56.94
6,48,Yes,5,4,27.37
8,78,Yes,8,3,66.03
2,83,Yes,8,7,60.57
7,65,No,4,1,45.16
6,96,No,9,7,85.1
9,76,No,5,9,68.64
7,55,Yes,4,5,36.12
1,76,Yes,7,3,47.11
8,51,No,5,2,35.92
3,63,Yes,9,9,40.83
2,65,No,8,4,34.49
3,59,Yes,8,5,31.49
6,48,Yes,4,0,25.9
3,62,Yes,4,0,33.84
5,78,Yes,7,9,64.61
6,68,Yes,7,2,51.1
8,70,Yes,9,1,57.84
7,58,Yes,8,0,42.28
8,59,No,6,7,52.91
3,62,No,7,0,31.18
4,82,Yes,8,9,65.43
6,66,Yes,7,7,54.19
7,69,No,5,4,58.12
9,60,Yes,4,3,49.74
1,83,No,8,7,56.24
8,74,No,7,7,65.19
8,88,No,4,7,80.34
6,46,No,6,2,23.85
4,61,No,7,7,41.48
3,49,Yes,8,0,22.14
3,62,Yes,5,3,30.82
6,54,No,4,4,33.41
8,69,Yes,4,5,56.54
7,73,No,5,4,57.57
1,52,Yes,8,4,17.96
6,99,Yes,9,4,84.63
7,43,Yes,6,8,29.74
7,57,Yes,9,9,44.36
9,95,Yes,5,9,94.95
5,62,Yes,6,2,40.13
1,72,Yes,8,1,36.06
2,73,Yes,7,9,45.51
4,73,No,7,1,49.48
5,75,No,9,7,57.0
9,74,Yes,8,4,71.12
1,56,Yes,6,4,17.21
3,67,Yes,9,5,40.25
5,53,No,5,8,32.03
3,73,Yes,9,6,49.84
4,87,Yes,8,4,67.96
3,50,No,8,4,21.52
4,96,No,7,9,78.34
1,52,No,5,8,17.82
8,72,Yes,7,8,63.08
4,96,No,6,1,71.1
7,94,Yes,6,6,83.84
2,41,No,4,9,6.43
2,73,Yes,8,0,43.05
6,92,Yes,5,3,76.11
2,68,Yes,5,1,35.25
6,76,No,7,9,65.67
2,43,Yes,9,8,16.42
4,51,Yes,9,5,28.27
7,65,Yes,7,3,51.73
8,97,No,9,2,87.18
3,67,Yes,5,3,40.28
9,42,Yes,7,1,31.45
2,59,Yes,9,4,24.51
8,49,Yes,4,8,41.7
8,91,No,8,5,84.31
4,57,Yes,4,1,30.4
1,92,No,9,5,65.76
1,92,No,6,8,63.71
2,92,Yes,5,3,62.58
9,66,No,4,0,53.97
2,70,No,4,1,42.68
2,66,No,7,4,35.78
6,81,Yes,7,9,67.85
7,40,No,7,6,27.26
7,45,No,9,7,27.07
9,50,Yes,6,2,38.46
6,73,Yes,4,8,56.72
8,78,No,8,1,67.66
6,59,No,7,3,40.3
2,92,No,6,3,61.06
1,60,Yes,9,5,30.0
5,60,No,6,9,40.07
9,57,Yes,7,5,49.05
8,60,No,5,2,44.62
4,58,No,4,8,36.53
5,43,Yes,7,4,19.48
5,52,No,8,1,21.45
6,57,Yes,4,5,35.79
3,91,No,6,2,64.88
5,68,Yes,8,7,49.39
2,64,Yes,4,2,33.9
1,95,No,8,4,63.21
1,52,Yes,6,3,17.96
7,66,No,7,3,52.62
2,99,Yes,8,1,71.72
4,58,Yes,7,7,37.04
5,88,Yes,6,2,67.92
7,40,No,6,3,22.21
2,77,Yes,8,5,48.89
6,58,Yes,8,8,44.13
1,91,Yes,6,3,59.16
7,40,No,8,2,21.29
9,79,No,8,4,71.25
5,56,Yes,8,8,37.83
5,60,Yes,9,0,40.69
4,61,No,8,4,36.71
3,54,Yes,4,3,26.15
9,89,Yes,6,4,84.4
5,78,Yes,6,6,60.64
8,87,Yes,5,6,79.49
9,78,Yes,7,6,73.14
5,71,Yes,5,0,46.17
9,88,No,8,8,89.34
2,43,Yes,8,6,15.44
9,83,Yes,4,3,74.94
4,84,No,4,3,59.96
6,71,No,4,1,51.46
6,43,No,4,5,19.9
6,92,No,4,9,77.57
2,40,Yes,4,2,0.67
7,72,No,4,0,53.25
6,46,Yes,4,4,27.95
1,48,No,9,5,14.16
2,40,No,4,4,10.49
7,55,No,6,4,37.96
1,57,Yes,4,9,25.96
1,93,No,7,7,64.3
1,86,No,4,9,52.17
8,45,No,9,0,29.02
4,41,Yes,8,7,16.04
4,48,Yes,9,6,25.92
2,43,No,9,0,11.5
1,84,Yes,8,8,56.0
9,62,No,4,3,51.91
7,93,Yes,4,6,81.39
4,82,No,8,2,60.93
6,84,Yes,7,7,76.09
2,82,No,5,3,55.14
7,90,Yes,6,1,74.58
2,47,Yes,8,1,16.9
8,78,No,4,7,69.24
8,64,No,6,7,56.86
1,55,Yes,4,0,14.52
8,74,No,5,5,63.03
2,56,No,5,8,27.22
6,57,No,8,8,41.86
1,99,No,6,1,67.25
5,66,Yes,9,7,48.91
7,54,No,6,7,39.22
1,99,Yes,9,3,69.2
2,56,Yes,5,3,21.92
7,82,No,4,4,68.36
6,44,No,9,9,28.57
3,55,Yes,9,6,28.85
2,54,No,8,0,17.06
4,81,No,7,8,62.92
3,85,Yes,5,2,59.62
7,73,Yes,9,3,58.13
8,87,Yes,5,6,79.09
2,58,No,8,4,26.49
7,47,No,4,4,30.59
8,86,Yes,6,0,72.81
6,49,Yes,5,1,25.91
6,44,No,8,4,24.97
1,91,No,8,1,57.91
4,87,No,8,0,61.96
1,92,Yes,6,9,63.95
4,65,No,5,2,37.65
2,61,No,9,0,27.77
5,83,Yes,8,9,68.9
9,62,No,6,7,54.72
3,52,Yes,4,7,25.9
8,48,No,7,7,34.49
3,88,Yes,5,6,68.96
6,59,Yes,6,6,42.27
4,67,Yes,7,1,43.81
8,83,No,7,8,77.47
6,96,No,6,6,82.82
8,76,No,9,4,67.79
1,63,No,9,3,30.63
6,83,Yes,6,7,69.09
1,72,No,6,4,44.22
1,59,No,8,5,28.84
8,99,Yes,4,3,85.91
7,87,Yes,9,1,76.49
3,69,Yes,8,6,45.12
6,83,Yes,7,1,69.18
9,48,No,7,6,38.69
7,84,Yes,7,6,68.38
3,88,No,6,0,59.2
6,56,No,5,9,36.53
4,75,Yes,8,9,55.42
3,53,Yes,5,2,21.54
9,58,Yes,4,2,47.32
2,46,Yes,4,5,14.16
1,98,Yes,8,2,69.24
2,42,No,7,8,13.63
7,72,Yes,9,4,64.06
1,83,No,4,5,50.82
6,71,Yes,5,5,55.35
7,86,No,5,7,76.77
9,50,No,9,9,43.45
8,81,No,6,2,66.52
6,41,Yes,7,8,25.13
3,65,Yes,6,6,38.63
8,43,Yes,8,5,32.81
7,56,No,4,0,37.64
3,56,No,9,3,30.55
9,67,Yes,9,4,58.8
2,69,Yes,9,1,37.45
3,79,No,6,0,50.26
2,62,No,6,1,28.47
1,85,Yes,8,7,58.14
4,63,Yes,5,9,45.06
5,68,Yes,5,5,47.57
6,43,No,8,9,24.28
5,77,No,9,1,52.08
1,68,Yes,5,8,34.69
3,58,Yes,8,7,30.65
1,66,Yes,5,3,33.1
5,68,Yes,8,9,52.19
5,95,Yes,5,6,78.52
6,75,No,9,2,59.58
8,74,Yes,6,5,67.28
1,91,No,6,2,58.08
4,45,No,9,9,25.37
1,98,No,5,2,66.49
9,62,No,9,8,53.98
7,78,No,8,5,62.86
7,85,No,6,7,73.51
5,83,No,4,3,62.26
7,87,No,5,3,74.06
2,91,Yes,4,7,64.36
4,47,Yes,4,6,17.97
7,94,Yes,7,4,82.26
3,41,Yes,4,1,4.25
2,52,Yes,4,5,19.79
2,79,No,9,0,49.71
1,96,No,7,6,68.43
5,60,No,7,8,40.56
6,70,No,7,4,53.77
6,91,No,8,4,74.16
9,87,Yes,7,6,81.63
4,75,Yes,9,4,50.15
1,87,No,8,9,59.11
6,91,Yes,5,3,73.16
5,77,Yes,8,0,54.75
6,66,Yes,5,5,48.1
3,75,Yes,7,8,53.08
2,87,Yes,7,3,54.72
6,62,No,5,9,44.78
1,94,Yes,6,3,65.25
7,60,Yes,9,4,48.73
7,52,No,8,5,37.5
7,76,No,9,2,62.39
1,86,No,9,8,56.49
4,65,No,4,0,35.81
7,79,No,7,5,68.48
9,46,No,8,5,34.26
5,85,No,9,7,69.91
2,78,No,8,4,51.0
7,61,Yes,9,8,50.69
1,78,No,7,8,48.75
7,62,No,9,1,45.67
6,97,Yes,5,4,83.31
7,69,No,7,6,56.79
3,57,No,8,1,28.58
3,81,No,6,6,55.83
7,57,No,9,8,44.92
2,85,Yes,5,7,59.89
1,49,Yes,7,9,16.36
9,78,No,4,8,69.97
9,69,Yes,7,3,65.92
7,65,Yes,8,7,54.68
7,46,Yes,8,8,32.96
3,46,Yes,4,9,18.14
2,44,Yes,5,1,6.98
7,40,Yes,8,9,27.49
9,85,No,5,2,76.09
1,57,No,5,0,19.92
4,52,Yes,7,0,21.54
6,64,Yes,5,9,46.67
7,79,Yes,9,5,68.85
7,47,No,8,0,29.03
2,49,No,8,4,19.72
4,71,No,6,5,51.6
5,56,No,5,8,35.6
1,77,No,6,5,46.71
1,54,No,7,3,16.61
3,54,Yes,6,0,17.29
3,96,No,5,5,69.8
8,87,No,8,6,78.85
9,79,No,7,4,76.89
1,90,Yes,5,5,55.99
2,59,No,7,9,33.55
2,54,Yes,4,7,22.62
4,74,Yes,5,0,48.73
2,45,No,4,7,13.51
7,69,No,6,1,50.18
9,96,No,5,1,89.96
7,47,Yes,4,7,32.75
6,70,No,9,1,51.71
1,87,Yes,8,7,60.0
9,86,Yes,6,4,79.01
5,71,No,5,8,48.53
5,84,No,5,8,67.37
6,97,No,8,7,90.31
9,91,Yes,8,8,91.3
8,54,No,4,6,41.98
8,57,Yes,4,7,46.77
8,52,No,4,5,38.39
1,63,Yes,7,8,28.14
1,79,No,6,1,42.22
8,53,No,5,2,37.69
5,67,Yes,6,1,46.3
9,50,Yes,8,5,45.95
2,45,No,9,2,10.03
9,95,Yes,6,0,88.39
8,64,Yes,6,3,46.9
9,40,Yes,4,4,27.34
4,64,Yes,8,3,40.3
1,41,No,6,5,9.16
1,71,Yes,5,2,34.65
5,52,No,4,9,31.21
2,72,No,6,5,45.01
8,71,No,8,9,62.81
5,95,Yes,9,0,74.9
5,63,No,5,5,38.57
2,66,No,9,7,40.61
7,43,No,8,9,27.23
8,63,No,8,7,56.42
1,62,No,8,0,23.32
2,68,Yes,9,6,39.61
4,73,No,7,9,51.07
5,60,Yes,5,9,41.27
2,69,No,8,3,41.46
1,65,No,7,5,30.98
9,59,Yes,4,5,47.65
1,55,Yes,7,4,21.24
4,42,No,4,9,17.66
2,88,No,9,8,65.77
4,76,No,7,9,54.07
8,97,No,9,7,92.72
8,79,No,8,5,73.04
9,83,Yes,7,3,74.2
5,64,No,7,3,42.83
7,62,No,8,8,48.4
3,83,Yes,4,3,58.53
4,98,Yes,8,6,83.83
9,40,No,5,5,26.17
1,72,Yes,7,1,38.5
2,54,Yes,5,4,23.02
5,56,Yes,8,2,34.2
3,73,No,9,8,50.34
2,56,No,8,9,27.89
1,91,No,6,0,53.62
3,97,Yes,5,9,76.17
1,80,No,6,3,48.98
1,83,No,5,3,52.29
1,43,Yes,9,8,12.39
8,52,No,6,0,33.62
3,43,Yes,6,1,8.73
1,46,Yes,5,0,6.0
7,85,Yes,8,0,66.54
3,98,Yes,4,0,64.99
8,48,No,8,2,30.93
4,62,No,4,3,36.19
4,72,No,5,9,47.89
5,72,Yes,7,1,51.05
6,59,No,8,0,36.52
7,43,No,6,4,28.28
4,40,Yes,8,5,14.0
8,93,Yes,5,1,80.82
6,81,No,7,2,61.93
1,73,Yes,7,9,43.23
1,66,No,8,2,32.13
9,60,Yes,8,1,50.69
6,63,Yes,9,3,45.92
8,54,No,8,4,39.19
7,74,Yes,5,7,63.01
6,64,Yes,4,5,43.32
4,94,Yes,9,8,75.32
7,48,No,4,2,27.42
9,56,No,6,9,51.61
7,60,No,5,8,44.35
1,99,Yes,9,3,71.01
9,52,Yes,7,7,39.48
4,42,Yes,9,9,22.09
3,43,Yes,6,6,17.48
4,43,No,7,6,19.62
4,82,No,9,8,63.78
2,67,Yes,7,9,39.79
1,46,No,8,1,7.05
1,65,No,7,4,29.93
8,50,No,9,2,35.3
2,63,Yes,7,6,36.74
5,82,No,5,2,60.25
4,49,No,8,4,25.69
8,76,No,8,4,72.94
2,52,No,6,1,21.42
9,83,No,8,0,74.16
7,81,Yes,4,5,66.64
7,78,No,5,0,62.69
1,58,No,6,8,28.27
2,90,Yes,4,9,66.33
4,58,No,7,4,36.62
4,51,Yes,4,0,19.64
3,91,Yes,6,7,69.58
7,61,Yes,8,0,44.12
8,86,Yes,5,3,77.06
2,76,No,6,6,46.98
4,95,No,4,3,72.77
3,69,Yes,4,4,37.49
2,85,No,6,6,57.89
6,51,Yes,9,3,36.51
4,68,No,9,4,44.36
6,60,No,6,6,42.56
2,50,Yes,9,0,19.33
4,99,No,6,2,77.73
6,76,Yes,8,0,53.91
5,87,No,6,2,66.25
3,97,No,7,1,72.01
8,57,No,5,4,46.7
7,83,Yes,5,9,76.11
3,98,Yes,7,4,74.88
6,66,Yes,4,9,52.5
4,76,No,4,8,54.47
5,87,Yes,4,7,68.62
5,51,Yes,4,2,28.68
7,62,Yes,8,0,47.56
5,73,No,7,4,53.67
3,77,No,5,2,47.32
5,62,No,7,4,40.87
7,92,No,5,8,82.28
5,64,Yes,4,0,41.2
5,43,No,8,0,16.87
9,69,Yes,6,8,64.15
3,69,No,6,2,40.85
6,52,Yes,9,9,37.67
1,81,Yes,4,4,48.99
5,88,No,4,8,71.26
8,53,Yes,7,4,39.1
5,95,Yes,8,2,75.78
9,86,Yes,8,8,80.84
6,47,Yes,7,6,27.87
8,94,No,8,6,90.75
8,63,No,8,7,55.56
3,57,Yes,6,4,27.44
7,74,No,8,1,58.33
7,64,Yes,4,8,49.38
6,56,Yes,6,2,37.57
7,71,No,4,1,53.89
2,95,Yes,4,9,72.17
9,63,No,7,9,57.48
1,46,Yes,9,4,14.57
1,52,No,8,7,17.53
3,66,No,8,2,36.88
3,87,Yes,8,5,63.25
1,44,No,8,8,13.79
7,75,Yes,6,1,58.16
4,65,No,5,7,40.16
2,81,Yes,4,9,55.23
5,84,No,9,6,73.09
6,70,No,9,2,50.34
9,49,No,5,0,37.77
4,85,Yes,5,5,63.44
2,65,No,5,1,31.66
5,61,Yes,6,2,37.06
3,51,No,5,4,22.86
2,71,No,6,7,45.47
1,66,Yes,7,1,34.52
2,72,No,7,5,43.99
6,92,Yes,9,0,74.35
8,91,Yes,7,6,88.25
3,59,Yes,6,3,29.68
9,78,Yes,6,0,66.48
9,80,Yes,4,8,75.83
2,79,No,5,8,50.13
8,98,Yes,8,2,88.57
5,52,No,8,5,32.51
4,53,Yes,5,6,35.12
5,83,Yes,8,3,65.71
4,79,No,8,5,60.45
8,92,No,8,8,85.78
4,61,Yes,9,9,42.56
6,57,Yes,6,5,35.08
2,87,No,6,6,57.23
5,68,No,6,5,48.11
6,82,Yes,5,6,67.88
5,55,Yes,7,0,32.66
2,85,Yes,9,5,58.91
7,74,No,9,8,67.71
4,92,Yes,8,2,71.77
8,73,No,4,5,57.63
7,42,No,6,3,19.85
7,43,Yes,9,6,29.52
9,93,Yes,9,6,90.2
1,44,No,4,8,10.42
6,49,Yes,8,3,29.29
6,91,Yes,9,7,78.57
6,68,No,9,7,52.32
6,71,Yes,7,7,56.61
7,70,No,4,7,58.47
6,41,No,8,5,19.75
1,51,Yes,8,7,19.28
3,66,No,6,5,42.44
2,44,No,7,9,11.55
6,76,Yes,8,1,59.8
8,66,No,7,2,52.78
3,62,Yes,6,5,33.74
8,72,No,4,6,60.01
8,43,No,9,3,31.87
5,98,No,9,0,78.54
8,60,No,5,3,43.94
6,63,No,5,5,42.94
5,83,No,5,7,64.19
9,70,No,9,3,64.46
7,83,Yes,7,9,73.48
8,87,No,5,0,73.87
1,63,Yes,4,4,27.03
2,88,No,8,6,61.42
8,92,No,7,5,83.81
9,49,Yes,9,2,37.14
4,88,Yes,4,6,65.27
9,88,Yes,9,3,81.85
4,89,No,7,4,70.93
9,41,Yes,7,6,32.35
7,70,No,7,1,51.85
2,64,No,6,3,34.38
9,43,Yes,8,3,34.71
4,90,No,5,5,66.43
8,50,Yes,6,6,42.07
7,56,Yes,8,3,41.72
7,83,Yes,9,9,76.55
8,41,Yes,5,0,24.44
1,45,No,6,0,6.96
5,48,No,6,4,24.69
2,44,Yes,4,0,9.15
2,59,Yes,6,2,26.1
1,68,No,7,8,41.46
5,60,No,9,2,33.95
2,48,Yes,6,2,12.68
4,67,No,7,8,47.05
3,94,No,8,4,70.4
3,47,No,8,7,19.75
2,70,No,7,9,44.47
6,59,Yes,4,8,39.98
2,66,No,4,5,32.89
8,47,Yes,8,6,35.97
8,93,Yes,9,6,88.44
5,60,Yes,6,6,38.64
7,67,No,8,3,48.55
4,62,No,8,1,36.64
1,45,Yes,7,1,9.09
2,42,No,4,6,6.99
4,44,Yes,9,9,22.33
1,48,Yes,7,6,17.0
8,46,No,8,9,34.26
9,99,No,5,6,94.63
4,43,No,6,7,17.04
3,78,Yes,8,2,56.76
2,44,Yes,7,4,9.56
5,50,No,5,5,23.37
3,54,Yes,5,7,28.88
7,73,Yes,8,7,61.88
6,52,Yes,9,9,36.01
1,93,No,4,2,58.59
8,87,No,5,3,79.44
2,46,No,6,5,14.12
5,79,Yes,7,3,62.73
9,45,No,7,9,35.57
8,95,Yes,7,3,88.94
2,78,Yes,8,4,48.21
9,89,Yes,7,9,90.13
5,69,No,7,6,52.64
6,61,Yes,6,1,38.59
3,64,No,4,1,34.06
3,67,Yes,9,9,45.94
8,93,No,8,8,90.04
2,59,No,8,3,25.58
2,78,No,7,4,48.37
5,42,No,6,2,16.95
6,44,No,5,1,24.21
2,40,No,7,9,11.07
5,54,No,7,7,32.17
7,65,No,8,3,50.98
8,42,Yes,8,0,24.11
7,79,Yes,7,5,63.54
8,96,Yes,8,5,89.3
9,80,Yes,6,1,71.72
5,86,Yes,5,1,65.17
5,81,No,5,7,63.19
4,73,No,5,6,54.29
9,91,No,7,1,86.64
5,44,No,9,9,23.96
2,70,No,7,0,39.55
8,90,Yes,7,7,88.91
7,52,Yes,6,9,43.65
8,82,No,5,1,71.34
3,40,Yes,8,4,11.17
4,61,Yes,8,5,35.66
5,54,No,4,9,32.08
6,65,No,4,0,44.01
1,57,Yes,9,1,22.98
4,87,Yes,8,9,70.32
5,48,No,5,3,25.67
7,40,Yes,7,1,23.77
5,82,No,8,5,66.84
1,48,Yes,9,3,15.47
7,62,Yes,9,2,48.43
8,82,No,8,5,72.49
7,84,Yes,4,8,73.56
4,97,No,5,7,78.42
8,41,Yes,8,1,25.84
5,53,Yes,7,2,26.59
9,77,No,7,1,68.48
5,79,Yes,6,9,63.27
1,57,No,7,6,24.1
9,55,No,8,8,50.38
5,92,Yes,8,0,73.43
6,68,No,7,2,51.82
4,83,No,4,5,61.47
6,50,No,5,3,28.17
8,45,Yes,9,9,39.66
3,42,No,8,9,20.08
5,53,No,7,0,28.01
2,99,Yes,9,8,79.72
2,41,No,7,6,10.2
7,71,No,8,6,61.62
6,70,No,6,0,52.33
4,50,Yes,5,8,25.6
5,61,Yes,8,7,46.16
1,42,Yes,9,9,11.73
7,89,Yes,7,4,78.4
8,70,Yes,6,3,60.85
9,72,Yes,8,0,62.03
8,63,No,5,8,55.44
5,40,Yes,6,7,19.21
3,83,Yes,9,1,56.3
9,54,Yes,7,3,45.79
6,76,Yes,4,3,60.5
5,66,No,5,6,46.0
3,77,No,6,2,47.06
6,87,Yes,8,7,74.24
3,66,No,8,6,39.56
6,83,Yes,6,9,75.91
4,51,No,8,3,23.54
2,42,Yes,6,8,7.46
8,69,Yes,5,5,57.41
4,71,Yes,8,2,47.77
9,62,Yes,5,6,54.44
7,41,No,7,5,25.09
2,46,Yes,7,7,13.85
4,73,No,7,4,50.1
5,71,No,7,5,49.44
3,92,No,8,0,67.42
9,78,Yes,6,7,70.8
5,71,No,8,0,48.28
2,82,No,9,2,51.52
3,82,No,8,1,57.2
9,53,Yes,5,5,42.66
7,42,No,6,7,24.45
2,85,Yes,4,7,60.47
9,71,No,4,6,58.88
4,82,No,6,6,62.37
9,75,Yes,4,7,69.67
2,56,Yes,6,4,30.49
4,87,No,5,2,64.34
5,42,Yes,5,1,17.23
2,96,No,8,2,66.34
1,49,No,4,2,10.58
7,92,Yes,6,6,82.37
1,86,Yes,5,0,54.65
8,79,Yes,8,6,69.92
3,57,No,4,5,24.31
6,42,No,4,9,24.2
7,78,No,4,1,57.58
1,49,Yes,5,9,19.03
6,91,Yes,5,0,75.97
7,48,Yes,4,8,35.86
6,85,No,5,1,65.11
4,94,Yes,4,3,74.95
1,85,Yes,7,8,55.67
9,50,No,5,8,39.88
4,99,Yes,6,0,78.91
7,72,Yes,5,1,54.74
7,75,No,4,1,58.1
2,65,No,6,1,34.39
1,66,No,8,7,33.2
8,77,No,6,7,67.36
8,61,No,6,9,51.03
7,65,No,5,7,51.12
8,61,Yes,9,3,48.49
3,44,Yes,6,7,17.84
2,74,No,6,6,46.56
7,41,No,4,7,24.59
8,74,Yes,5,0,60.61
1,48,No,4,2,8.52
9,90,No,5,9,87.0
4,90,Yes,8,5,66.87
4,88,Yes,9,0,67.37
3,57,No,6,3,26.69
6,82,No,5,8,66.89
1,51,Yes,6,6,15.75
6,42,No,6,0,18.8
2,57,Yes,7,5,26.17
9,95,Yes,4,5,90.94
2,77,No,9,1,44.71
7,46,Yes,5,5,30.02
1,72,Yes,8,9,45.18
7,45,Yes,9,1,29.53
5,57,No,7,7,39.07
8,84,No,4,6,72.5
4,61,No,8,5,38.12
7,90,Yes,8,9,82.61
6,78,Yes,6,5,60.19
5,90,No,4,8,73.17
4,48,Yes,7,8,22.78
7,74,Yes,5,9,64.1
5,62,No,5,9,46.19
5,51,Yes,7,1,29.31
1,91,Yes,6,2,59.91
2,63,Yes,6,9,36.94
5,89,Yes,8,6,73.05
3,79,Yes,4,9,60.84
2,48,Yes,8,8,19.65
4,52,No,5,5,23.57
4,79,No,7,0,55.33
4,93,Yes,4,6,73.51
4,81,No,7,0,53.46
3,56,No,4,4,25.62
7,46,No,9,8,33.84
9,56,Yes,5,9,48.7
5,94,No,5,9,80.91
4,89,Yes,9,8,70.47
2,63,No,4,0,27.63
2,41,No,6,5,7.66
5,74,Yes,4,2,52.68
7,67,No,5,8,55.96
9,58,Yes,7,2,49.05
7,72,No,8,1,52.5
5,60,No,7,7,41.28
6,92,No,5,2,75.72
3,49,No,7,4,21.63
5,92,Yes,6,5,74.44
8,85,Yes,6,9,79.43
1,84,No,4,9,53.61
1,48,Yes,7,0,13.41
